Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,DTI,Loan_to_Income,LoanAmount_Log
1,0,0,0,0,1800,1213.0,47.0,360.0,1.0,2,1,3013.0,0.015599070693660804,0.026111111111111113,3.871201010907891
1,1,0,0,0,2400,0.0,75.0,360.0,1.0,2,1,2400.0,0.03125,0.03125,4.330733340286331
1,1,0,0,0,3941,2336.0,134.0,360.0,1.0,1,1,6277.0,0.021347777600764697,0.03400152245622938,4.90527477843843
1,1,0,1,1,4695,0.0,96.0,360.0,1.0,2,1,4695.0,0.020447284345047924,0.020447284345047924,4.574710978503383
0,0,0,0,0,3410,0.0,88.0,360.0,1.0,2,1,3410.0,0.025806451612903226,0.025806451612903226,4.48863636973214
1,1,1,0,0,5649,0.0,44.0,360.0,1.0,2,1,5649.0,0.007788989201628607,0.007788989201628607,3.8066624897703196
1,1,0,0,0,5821,0.0,144.0,360.0,1.0,2,1,5821.0,0.02473801752276241,0.02473801752276241,4.976733742420574
0,1,0,0,0,2645,3440.0,120.0,360.0,0.0,2,0,6085.0,0.01972062448644207,0.045368620037807186,4.795790545596741
0,0,0,0,0,4000,2275.0,144.0,360.0,1.0,1,1,6275.0,0.022948207171314742,0.036,4.976733742420574
0,1,0,1,0,1928,1644.0,100.0,360.0,1.0,1,1,3572.0,0.027995520716685332,0.05186721991701245,4.61512051684126
0,0,0,0,0,3086,0.0,120.0,360.0,1.0,1,1,3086.0,0.03888528839922229,0.03888528839922229,4.795790545596741
0,0,0,0,0,4230,0.0,112.0,360.0,1.0,1,0,4230.0,0.026477541371158392,0.026477541371158392,4.727387818712341
1,1,2,0,0,4616,0.0,134.0,360.0,1.0,2,0,4616.0,0.02902946273830156,0.02902946273830156,4.90527477843843
0,1,1,0,1,11500,0.0,286.0,360.0,0.0,2,0,11500.0,0.024869565217391306,0.024869565217391306,5.659482215759621
1,1,2,0,0,2708,1167.0,97.0,360.0,1.0,1,1,3875.0,0.02503225806451613,0.03581979320531758,4.584967478670572
1,1,0,0,0,2132,1591.0,96.0,360.0,1.0,1,1,3723.0,0.0257856567284448,0.0450281425891182,4.574710978503383
1,1,0,0,0,3366,2200.0,135.0,360.0,1.0,0,0,5566.0,0.024254401724757457,0.040106951871657755,4.912654885736052
1,1,1,0,0,8080,2250.0,180.0,360.0,1.0,2,1,10330.0,0.017424975798644726,0.022277227722772276,5.198497031265826
1,1,2,1,0,3357,2859.0,144.0,360.0,1.0,2,1,6216.0,0.023166023166023165,0.04289544235924933,4.976733742420574
1,1,0,0,0,2500,3796.0,120.0,360.0,1.0,2,1,6296.0,0.01905972045743329,0.048,4.795790545596741
1,1,3,0,0,3029,0.0,99.0,360.0,1.0,2,1,3029.0,0.03268405414328161,0.03268405414328161,4.605170185988092
1,1,0,1,1,2609,3449.0,165.0,180.0,0.0,0,0,6058.0,0.02723671178606801,0.06324262169413568,5.111987788356544
1,1,1,0,0,4945,0.0,128.0,360.0,0.0,0,0,4945.0,0.025884732052578362,0.025884732052578362,4.859812404361672
0,0,0,0,0,4166,0.0,116.0,360.0,0.0,1,0,4166.0,0.02784445511281805,0.02784445511281805,4.762173934797756
1,1,0,0,0,5726,4595.0,258.0,360.0,1.0,1,0,10321.0,0.024997577754093597,0.04505763185469787,5.556828061699537
1,0,0,1,0,3200,2254.0,126.0,180.0,0.0,2,0,5454.0,0.0231023102310231,0.039375,4.844187086458591
1,1,1,0,0,10750,0.0,312.0,360.0,1.0,2,1,10750.0,0.02902325581395349,0.02902325581395349,5.746203190540153
1,1,3,1,1,7100,0.0,125.0,60.0,1.0,2,1,7100.0,0.017605633802816902,0.017605633802816902,4.836281906951478
0,0,0,0,0,4300,0.0,136.0,360.0,0.0,1,0,4300.0,0.03162790697674418,0.03162790697674418,4.919980925828125
1,1,0,0,0,3208,3066.0,172.0,360.0,1.0,2,1,6274.0,0.027414727446605038,0.05361596009975062,5.153291594497779
1,1,2,1,1,1875,1875.0,97.0,360.0,1.0,1,1,3750.0,0.025866666666666666,0.05173333333333333,4.584967478670572
1,0,0,0,0,3500,0.0,81.0,300.0,1.0,1,1,3500.0,0.023142857142857142,0.023142857142857142,4.406719247264253
1,1,3,1,0,4755,0.0,95.0,360.0,0.0,1,0,4755.0,0.019978969505783387,0.019978969505783387,4.564348191467836
1,1,3,0,1,5266,1774.0,187.0,360.0,1.0,1,1,7040.0,0.0265625,0.03551082415495632,5.236441962829949
1,0,0,0,0,3750,0.0,113.0,480.0,1.0,2,0,3750.0,0.030133333333333335,0.030133333333333335,4.736198448394496
1,0,0,0,0,3750,4750.0,176.0,360.0,1.0,2,0,8500.0,0.020705882352941178,0.046933333333333334,5.176149732573829
1,1,1,0,1,1000,3022.0,110.0,360.0,1.0,2,0,4022.0,0.02734957732471407,0.11,4.709530201312334
1,1,3,0,0,3167,4000.0,180.0,300.0,0.0,1,0,7167.0,0.025115110925073254,0.05683612251341964,5.198497031265826
1,1,3,1,1,3333,2166.0,130.0,360.0,1.0,1,1,5499.0,0.02364066193853428,0.039003900390039,4.875197323201151
0,0,0,0,0,3846,0.0,111.0,360.0,1.0,1,1,3846.0,0.028861154446177848,0.028861154446177848,4.718498871295094
1,1,1,0,1,2395,0.0,128.0,360.0,1.0,1,1,2395.0,0.05344467640918581,0.05344467640918581,4.859812404361672
0,1,2,0,0,1378,1881.0,167.0,360.0,1.0,2,0,3259.0,0.0512427124884934,0.12119013062409288,5.123963979403259
1,1,0,0,0,6000,2250.0,265.0,360.0,1.0,1,0,8250.0,0.03212121212121212,0.04416666666666667,5.583496308781699
1,1,1,0,0,3988,0.0,50.0,240.0,1.0,2,1,3988.0,0.012537612838515547,0.012537612838515547,3.9318256327243257
1,0,0,0,0,2366,2531.0,136.0,360.0,1.0,1,1,4897.0,0.027772105370635083,0.057480980557903634,4.919980925828125
1,1,2,1,0,3333,2000.0,99.0,360.0,1.0,1,1,5333.0,0.0185636602287643,0.0297029702970297,4.605170185988092
1,1,0,0,0,2500,2118.0,104.0,360.0,1.0,1,1,4618.0,0.02252057167605024,0.0416,4.653960350157523
1,0,0,0,0,8566,0.0,210.0,360.0,1.0,2,1,8566.0,0.02451552650011674,0.02451552650011674,5.351858133476067
1,1,0,0,0,5695,4167.0,175.0,360.0,1.0,1,1,9862.0,0.017744879334820524,0.030728709394205442,5.170483995038151
1,1,0,0,0,2958,2900.0,131.0,360.0,1.0,1,1,5858.0,0.022362581085694777,0.044286680189317106,4.882801922586371
1,1,2,0,0,6250,5654.0,188.0,180.0,1.0,1,1,11904.0,0.015793010752688172,0.03008,5.241747015059643
1,1,2,1,0,3273,1820.0,81.0,360.0,1.0,2,1,5093.0,0.015904182210877676,0.02474793767186068,4.406719247264253
1,0,0,0,0,4133,0.0,122.0,360.0,1.0,1,1,4133.0,0.029518509557222357,0.029518509557222357,4.812184355372417
1,0,0,1,0,3620,0.0,25.0,120.0,1.0,1,1,3620.0,0.006906077348066298,0.006906077348066298,3.258096538021482
1,0,0,0,0,6782,0.0,128.0,360.0,1.0,2,0,6782.0,0.018873488646416987,0.018873488646416987,4.859812404361672
0,1,0,0,0,2484,2302.0,137.0,360.0,1.0,1,1,4786.0,0.028625156707062265,0.055152979066022546,4.927253685157205
1,1,0,0,0,1977,997.0,50.0,360.0,1.0,1,1,2974.0,0.016812373907195696,0.025290844714213456,3.9318256327243257
1,1,0,1,0,4188,0.0,115.0,180.0,1.0,1,1,4188.0,0.027459407831900668,0.027459407831900668,4.7535901911063645
1,1,0,0,0,1759,3541.0,131.0,360.0,1.0,1,1,5300.0,0.02471698113207547,0.07447413303013076,4.882801922586371
1,1,2,1,0,4288,3263.0,133.0,180.0,1.0,2,1,7551.0,0.01761356111773275,0.03101679104477612,4.897839799950911
1,0,0,0,0,4843,3806.0,151.0,360.0,1.0,1,1,8649.0,0.017458665741704245,0.03117902126780921,5.0238805208462765
1,1,0,0,0,13650,0.0,128.0,360.0,1.0,2,1,13650.0,0.009377289377289377,0.009377289377289377,4.859812404361672
1,1,0,0,0,4652,3583.0,128.0,360.0,1.0,1,1,8235.0,0.01554341226472374,0.027515047291487533,4.859812404361672
1,1,0,0,0,3816,754.0,160.0,360.0,1.0,2,1,4570.0,0.0350109409190372,0.041928721174004195,5.081404364984463
1,1,1,0,0,3052,1030.0,100.0,360.0,1.0,2,1,4082.0,0.02449779519843214,0.0327653997378768,4.61512051684126
1,1,2,0,0,11417,1126.0,225.0,360.0,1.0,2,1,12543.0,0.01793829227457546,0.01970745379696943,5.420534999272286
1,0,0,1,0,7333,0.0,120.0,360.0,1.0,0,0,7333.0,0.01636438019909996,0.01636438019909996,4.795790545596741
1,1,2,0,0,3800,3600.0,216.0,360.0,0.0,2,0,7400.0,0.02918918918918919,0.056842105263157895,5.37989735354046
1,1,3,1,0,2071,754.0,94.0,480.0,1.0,1,1,2825.0,0.03327433628318584,0.0453887011105746,4.553876891600541
1,0,0,0,0,5316,0.0,136.0,360.0,1.0,2,1,5316.0,0.025583145221971408,0.025583145221971408,4.919980925828125
0,1,0,0,0,2929,2333.0,139.0,360.0,1.0,1,1,5262.0,0.026415811478525276,0.04745646978490953,4.941642422609304
1,1,0,1,0,3572,4114.0,152.0,360.0,0.0,0,0,7686.0,0.019776216497527973,0.0425531914893617,5.030437921392435
0,0,1,0,1,7451,0.0,128.0,360.0,1.0,1,1,7451.0,0.01717890216078379,0.01717890216078379,4.859812404361672
1,0,0,0,0,5050,0.0,118.0,360.0,1.0,1,1,5050.0,0.023366336633663366,0.023366336633663366,4.77912349311153
1,1,1,0,0,14583,0.0,185.0,180.0,1.0,0,1,14583.0,0.012686004251525749,0.012686004251525749,5.225746673713202
0,1,0,0,0,3167,2283.0,154.0,360.0,1.0,1,1,5450.0,0.028256880733944955,0.048626460372592356,5.043425116919247
1,1,1,0,0,2214,1398.0,85.0,360.0,1.0,2,1,3612.0,0.02353266888150609,0.03839205058717254,4.454347296253507
1,1,0,0,0,5568,2142.0,175.0,360.0,1.0,0,0,7710.0,0.022697795071335927,0.03142959770114943,5.170483995038151
0,0,0,0,0,10408,0.0,259.0,360.0,1.0,2,1,10408.0,0.024884704073789392,0.024884704073789392,5.560681631015528
1,1,0,0,0,5667,2667.0,180.0,360.0,1.0,0,1,8334.0,0.02159827213822894,0.03176283748014823,5.198497031265826
0,0,0,0,0,4166,0.0,44.0,360.0,1.0,1,1,4166.0,0.01056168987037926,0.01056168987037926,3.8066624897703196
0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1,1,11117.0,0.01232346856166232,0.06410856340664482,4.927253685157205
1,1,2,0,0,2957,0.0,81.0,360.0,1.0,1,1,2957.0,0.027392627663172135,0.027392627663172135,4.406719247264253
1,1,0,1,0,4300,2014.0,194.0,360.0,1.0,0,1,6314.0,0.030725372188786824,0.045116279069767444,5.272999558563747
0,0,0,0,0,3692,0.0,93.0,360.0,1.0,0,1,3692.0,0.025189599133261104,0.025189599133261104,4.543294782270004
1,1,3,0,0,23803,0.0,370.0,360.0,1.0,0,1,23803.0,0.015544259127000798,0.015544259127000798,5.916202062607435
1,0,0,0,0,3865,1640.0,128.0,360.0,1.0,0,1,5505.0,0.023251589464123524,0.03311772315653299,4.859812404361672
1,1,1,0,1,10513,3850.0,160.0,180.0,0.0,2,0,14363.0,0.011139734038849823,0.015219252354228099,5.081404364984463
1,1,0,0,0,6080,2569.0,182.0,360.0,1.0,0,0,8649.0,0.021042895132385248,0.02993421052631579,5.209486152841421
1,0,0,0,1,20166,0.0,650.0,480.0,1.0,2,1,20166.0,0.03223247049489239,0.03223247049489239,6.478509642208569
1,0,0,0,0,2014,1929.0,74.0,360.0,1.0,2,1,3943.0,0.018767435962465127,0.036742800397219465,4.31748811353631
1,0,0,0,0,2718,0.0,70.0,360.0,1.0,1,1,2718.0,0.025754231052244298,0.025754231052244298,4.2626798770413155
1,1,0,0,1,3459,0.0,25.0,120.0,1.0,1,1,3459.0,0.007227522405319456,0.007227522405319456,3.258096538021482
1,0,0,0,0,4895,0.0,102.0,360.0,1.0,1,1,4895.0,0.020837589376915218,0.020837589376915218,4.634728988229636
1,1,3,0,0,4000,7750.0,290.0,360.0,1.0,1,0,11750.0,0.02468085106382979,0.0725,5.673323267171493
0,1,0,0,0,4583,0.0,84.0,360.0,1.0,0,0,4583.0,0.0183286057167794,0.0183286057167794,4.442651256490317
1,1,2,0,1,3316,3500.0,88.0,360.0,1.0,2,1,6816.0,0.012910798122065728,0.026537997587454766,4.48863636973214
1,0,0,0,0,14999,0.0,242.0,360.0,0.0,1,0,14999.0,0.016134408960597372,0.016134408960597372,5.493061443340548
1,1,2,1,0,4200,1430.0,129.0,360.0,1.0,0,0,5630.0,0.022912966252220248,0.030714285714285715,4.867534450455582
1,1,2,0,0,5042,2083.0,185.0,360.0,1.0,0,0,7125.0,0.025964912280701753,0.03669178897262991,5.225746673713202
1,0,0,0,0,5417,0.0,168.0,360.0,1.0,2,1,5417.0,0.031013476093778844,0.031013476093778844,5.1298987149230735
1,0,0,0,1,6950,0.0,175.0,180.0,1.0,1,1,6950.0,0.025179856115107913,0.025179856115107913,5.170483995038151
1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1,1,4732.0,0.02578191039729501,0.0452186805040771,4.812184355372417
1,1,2,0,0,11757,0.0,187.0,180.0,1.0,2,1,11757.0,0.01590541804882198,0.01590541804882198,5.236441962829949
0,1,0,0,0,2330,4486.0,100.0,360.0,1.0,1,1,6816.0,0.014671361502347418,0.04291845493562232,4.61512051684126
0,1,2,0,0,14866,0.0,70.0,360.0,1.0,2,1,14866.0,0.0047087313332436435,0.0047087313332436435,4.2626798770413155
1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,2,1,2963.0,0.010124873439082012,0.01950585175552666,3.4339872044851463
0,0,0,0,0,10000,1666.0,225.0,360.0,1.0,0,0,11666.0,0.019286816389507973,0.0225,5.420534999272286
1,1,0,0,0,4860,830.0,125.0,360.0,1.0,1,1,5690.0,0.021968365553602813,0.0257201646090535,4.836281906951478
1,0,0,0,0,6277,0.0,118.0,360.0,0.0,0,0,6277.0,0.018798789230524134,0.018798789230524134,4.77912349311153
1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,0,1,6327.0,0.024024024024024024,0.058983313930927435,5.030437921392435
1,0,0,0,0,9166,0.0,244.0,360.0,1.0,2,0,9166.0,0.026620117826751038,0.026620117826751038,5.501258210544727
1,1,2,1,0,2281,0.0,113.0,360.0,1.0,0,0,2281.0,0.049539675580885574,0.049539675580885574,4.736198448394496
1,0,0,0,0,3254,0.0,50.0,360.0,1.0,2,1,3254.0,0.015365703749231715,0.015365703749231715,3.9318256327243257
1,1,3,0,0,39999,0.0,600.0,180.0,0.0,1,1,39999.0,0.015000375009375235,0.015000375009375235,6.398594934535208
1,1,1,0,0,6000,0.0,160.0,360.0,1.0,0,1,6000.0,0.02666666666666667,0.02666666666666667,5.081404364984463
1,1,1,0,0,9538,0.0,187.0,360.0,1.0,2,1,9538.0,0.019605787376808556,0.019605787376808556,5.236441962829949
1,0,0,0,0,2980,2083.0,120.0,360.0,1.0,0,1,5063.0,0.023701362828362632,0.040268456375838924,4.795790545596741
1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1,1,10208.0,0.02498040752351097,0.05564041021165176,5.545177444479562
1,1,0,1,0,1863,1041.0,98.0,360.0,1.0,1,1,2904.0,0.0337465564738292,0.052603327965646804,4.59511985013459
1,1,0,0,0,7933,0.0,275.0,360.0,1.0,2,0,7933.0,0.03466532207235598,0.03466532207235598,5.62040086571715
1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1,0,4369.0,0.027695124742504004,0.03917125283263192,4.804021044733257
1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,0,1,5614.0,0.028143925899536872,0.03791696664266859,5.0689042022202315
1,1,0,0,0,9323,0.0,75.0,180.0,1.0,2,1,9323.0,0.008044620830204869,0.008044620830204869,4.330733340286331
1,1,0,0,0,3707,3166.0,182.0,360.0,1.0,0,1,6873.0,0.02648043067074058,0.04909630428918263,5.209486152841421
0,1,0,0,0,4583,0.0,112.0,360.0,1.0,0,0,4583.0,0.02443814095570587,0.02443814095570587,4.727387818712341
1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,0,1,5772.0,0.02234927234927235,0.05289052890528905,4.867534450455582
1,0,0,0,0,2237,0.0,63.0,480.0,0.0,1,0,2237.0,0.028162717925793473,0.028162717925793473,4.1588830833596715
1,1,2,0,0,8000,0.0,200.0,360.0,1.0,1,1,8000.0,0.025,0.025,5.303304908059076
1,1,0,1,0,1820,1769.0,95.0,360.0,1.0,0,1,3589.0,0.026469768737809974,0.0521978021978022,4.564348191467836
1,1,3,0,0,51763,0.0,700.0,300.0,1.0,2,1,51763.0,0.013523172922744044,0.013523172922744044,6.55250788703459
1,1,3,1,0,3522,0.0,81.0,180.0,1.0,0,0,3522.0,0.022998296422487224,0.022998296422487224,4.406719247264253
1,1,0,0,0,5708,5625.0,187.0,360.0,1.0,1,1,11333.0,0.016500485308391422,0.03276103714085494,5.236441962829949
1,1,0,1,1,4344,736.0,87.0,360.0,1.0,1,0,5080.0,0.017125984251968505,0.020027624309392266,4.477336814478207
1,1,0,0,0,3497,1964.0,116.0,360.0,1.0,0,1,5461.0,0.021241530855154733,0.03317128967686588,4.762173934797756
1,1,2,0,0,2045,1619.0,101.0,360.0,1.0,0,1,3664.0,0.027565502183406112,0.04938875305623472,4.624972813284271
1,1,3,0,0,5516,11300.0,495.0,360.0,0.0,1,0,16816.0,0.029436251189343482,0.0897389412617839,6.206575926724928
1,1,1,0,0,3750,0.0,116.0,360.0,1.0,1,1,3750.0,0.030933333333333334,0.030933333333333334,4.762173934797756
1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,2,0,3784.0,0.026955602536997886,0.04372053150450064,4.634728988229636
1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,2,0,13650.0,0.013186813186813187,0.028125,5.198497031265826
1,0,0,0,0,1916,5063.0,67.0,360.0,1.0,0,0,6979.0,0.00960022925920619,0.03496868475991649,4.219507705176107
1,1,0,0,0,4600,0.0,73.0,180.0,1.0,1,1,4600.0,0.015869565217391305,0.015869565217391305,4.30406509320417
1,1,1,0,0,33846,0.0,260.0,360.0,1.0,1,0,33846.0,0.00768185309933227,0.00768185309933227,5.564520407322694
0,1,0,0,0,3625,0.0,108.0,360.0,1.0,1,1,3625.0,0.029793103448275862,0.029793103448275862,4.6913478822291435
1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,1,1,43897.0,0.0027336720049206094,0.003065368993792628,4.795790545596741
1,1,1,0,1,2178,0.0,66.0,300.0,0.0,0,0,2178.0,0.030303030303030304,0.030303030303030304,4.204692619390966
1,1,0,0,0,2383,2138.0,58.0,360.0,1.0,0,1,4521.0,0.012829020128290201,0.02433906840117499,4.07753744390572
1,1,0,0,1,674,5296.0,168.0,360.0,1.0,0,1,5970.0,0.02814070351758794,0.24925816023738873,5.1298987149230735
1,1,0,0,0,9328,0.0,188.0,180.0,1.0,0,1,9328.0,0.020154373927958835,0.020154373927958835,5.241747015059643
1,0,0,1,0,4885,0.0,48.0,360.0,1.0,0,1,4885.0,0.009825997952917094,0.009825997952917094,3.8918202981106265
1,0,0,0,0,12000,0.0,164.0,360.0,1.0,1,0,12000.0,0.013666666666666667,0.013666666666666667,5.10594547390058
1,1,0,1,0,6033,0.0,160.0,360.0,1.0,2,0,6033.0,0.026520802254268193,0.026520802254268193,5.081404364984463
1,0,0,0,0,3858,0.0,76.0,360.0,1.0,1,1,3858.0,0.019699326075686883,0.019699326075686883,4.343805421853684
1,0,0,0,0,4191,0.0,120.0,360.0,1.0,0,1,4191.0,0.02863278453829635,0.02863278453829635,4.795790545596741
1,1,1,0,0,3125,2583.0,170.0,360.0,1.0,1,0,5708.0,0.029782761037140854,0.0544,5.14166355650266
1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,0,1,12083.0,0.015476289001075892,0.022440897635905437,5.236441962829949
0,0,0,1,0,1907,2365.0,120.0,360.0,1.0,2,1,4272.0,0.028089887640449437,0.06292606187729417,4.795790545596741
0,1,0,0,0,3416,2816.0,113.0,360.0,1.0,1,1,6232.0,0.01813222079589217,0.03307962529274005,4.736198448394496
1,0,0,0,1,11000,0.0,83.0,360.0,1.0,2,0,11000.0,0.007545454545454545,0.007545454545454545,4.430816798843313
1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1,1,5100.0,0.01764705882352941,0.03461538461538462,4.51085950651685
1,0,2,0,0,4923,0.0,166.0,360.0,0.0,1,1,4923.0,0.03371927686370099,0.03371927686370099,5.117993812416755
1,1,3,1,0,3992,0.0,128.0,180.0,1.0,2,0,3992.0,0.03206412825651302,0.03206412825651302,4.859812404361672
1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,2,1,4583.0,0.029456687759109753,0.03857142857142857,4.912654885736052
1,1,2,1,0,3917,0.0,124.0,360.0,1.0,1,1,3917.0,0.03165688026550932,0.03165688026550932,4.8283137373023015
0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1,1,4408.0,0.02722323049001815,0.02722323049001815,4.795790545596741
0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2,1,3244.0,0.02466091245376079,0.02466091245376079,4.394449154672439
1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0,1,6506.0,0.008453735013833385,0.013836477987421384,4.02535169073515
1,0,0,0,0,2479,0.0,59.0,360.0,1.0,2,1,2479.0,0.02379991932230738,0.02379991932230738,4.0943445622221
1,0,0,0,0,3418,0.0,127.0,360.0,1.0,1,0,3418.0,0.0371562317144529,0.0371562317144529,4.852030263919617
0,0,0,0,0,10000,0.0,214.0,360.0,1.0,1,0,10000.0,0.0214,0.0214,5.3706380281276624
1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1,0,4680.0,0.02735042735042735,0.037317784256559766,4.859812404361672
1,1,1,0,1,7787,0.0,240.0,360.0,1.0,2,1,7787.0,0.030820598433286245,0.030820598433286245,5.484796933490655
1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0,1,5703.0,0.02279502016482553,0.02279502016482553,4.875197323201151
